zfin_id,zfin_symbol,zfin_name
ZDB-GENE-050522-56,lims2,LIM and senescent cell antigen-like domains 2
ZDB-GENE-050522-61,sptlc1,"serine palmitoyltransferase, long chain base subunit 1"
ZDB-GENE-050522-64,aamdc,"adipogenesis associated, Mth938 domain containing"
ZDB-GENE-050522-65,nit2,"nitrilase family, member 2"
ZDB-GENE-050522-67,necap2,NECAP endocytosis associated 2
ZDB-GENE-050522-70,ppil6,peptidylprolyl isomerase (cyclophilin)-like 6
ZDB-GENE-050522-71,metap1d,methionyl aminopeptidase type 1D (mitochondrial)
ZDB-GENE-050522-73,phlda2,"pleckstrin homology-like domain, family A, member 2"
ZDB-GENE-050522-75,nxn,nucleoredoxin
ZDB-GENE-050522-79,tbc1d17,"TBC1 domain family, member 17"
ZDB-GENE-050522-86,c1qa,"complement component 1, q subcomponent, A chain"
ZDB-GENE-050522-88,pgpep1,pyroglutamyl-peptidase I
ZDB-GENE-050522-90,derl2,derlin 2
ZDB-GENE-050522-94,nanp,N-acetylneuraminic acid phosphatase
ZDB-GENE-050522-97,tmem127,transmembrane protein 127
ZDB-GENE-050522-99,raver1,"ribonucleoprotein, PTB-binding 1"
ZDB-GENE-050523-2,lats1,large tumor suppressor kinase 1
ZDB-GENE-050523-3,ism1,isthmin 1
ZDB-GENE-050525-1,thap9,THAP domain containing 9
ZDB-GENE-050601-2,tnfb,"tumor necrosis factor b (TNF superfamily, member 2)"
ZDB-GENE-050601-3,lta,"lymphotoxin alpha (TNF superfamily, member 1)"
ZDB-GENE-050616-1,gjb7,gap junction protein beta 7
ZDB-GENE-050616-13,gjd4,gap junction protein delta 4
ZDB-GENE-050616-6,gja4,gap junction protein alpha 4
ZDB-GENE-050622-16,kif15,kinesin family member 15
ZDB-GENE-050624-2,zbtb34,zinc finger and BTB domain containing 34
ZDB-GENE-050626-112,myl4,"myosin, light chain 4, alkali; atrial, embryonic"
ZDB-GENE-050626-124,metap1,methionyl aminopeptidase 1
ZDB-GENE-050626-49,pex16,peroxisomal biogenesis factor 16
ZDB-GENE-050626-52,eif2a,eukaryotic translation initiation factor 2A
ZDB-GENE-050626-61,tbc1d20,"TBC1 domain family, member 20"
ZDB-GENE-050626-70,fam110b,family with sequence similarity 110 member B
ZDB-GENE-050626-88,rbmx2,RNA binding motif protein X-linked 2
ZDB-GENE-050626-91,dusp12,dual specificity phosphatase 12
ZDB-GENE-050626-94,isca1,iron-sulfur cluster assembly 1
ZDB-GENE-050628-1,mib2,MIB E3 ubiquitin protein ligase 2
ZDB-GENE-050629-1,gatad1,GATA zinc finger domain containing 1
ZDB-GENE-050706-110,rab24,"RAB24, member RAS oncogene family"
ZDB-GENE-050706-125,reep2,receptor accessory protein 2
ZDB-GENE-050706-140,exosc3,exosome component 3
ZDB-GENE-050706-146,chac2,"ChaC, cation transport regulator homolog 2 (E. coli)"
ZDB-GENE-050706-152,wdr41,WD repeat domain 41
ZDB-GENE-050706-167,necab2,N-terminal EF-hand calcium binding protein 2
ZDB-GENE-050706-185,gigyf2,GRB10 interacting GYF protein 2
ZDB-GENE-050706-192,amh,anti-Mullerian hormone
ZDB-GENE-050706-50,rbm26,RNA binding motif protein 26
ZDB-GENE-050706-53,ddx42,DEAD (Asp-Glu-Ala-Asp) box helicase 42
ZDB-GENE-050706-62,rcn2,reticulocalbin 2
ZDB-GENE-050706-68,tut1,"terminal uridylyl transferase 1, U6 snRNA-specific"
ZDB-GENE-050706-71,eml2,EMAP like 2
ZDB-GENE-050706-80,nif3l1,NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae)
ZDB-GENE-050706-92,ppp1r14c,"protein phosphatase 1, regulatory (inhibitor) subunit 14C"
ZDB-GENE-050706-95,nsun3,NOP2/Sun RNA methyltransferase 3
ZDB-GENE-050706-97,spp1,secreted phosphoprotein 1
ZDB-GENE-050714-2,cyp26c1,"cytochrome P450, family 26, subfamily C, polypeptide 1"
ZDB-GENE-050720-1,crmp1,collapsin response mediator protein 1
ZDB-GENE-050720-2,dpysl3,dihydropyrimidinase like 3
ZDB-GENE-050720-3,dpysl4,dihydropyrimidinase like 4
ZDB-GENE-050726-1,hamp,hepcidin antimicrobial peptide
ZDB-GENE-050729-1,nrl,neural retina leucine zipper
ZDB-GENE-050731-10,rad52,"RAD52 homolog, DNA repair protein"
ZDB-GENE-050731-5,vps11,VPS11 core subunit of CORVET and HOPS complexes
ZDB-GENE-050808-2,setd4,SET domain containing 4
ZDB-GENE-050809-101,trmt2b,tRNA methyltransferase 2B
ZDB-GENE-050809-105,arid4a,AT-rich interactive domain 4A
ZDB-GENE-050809-111,pim3,"Pim-3 proto-oncogene, serine/threonine kinase"
ZDB-GENE-050809-116,dcaf11,ddb1 and cul4 associated factor 11
ZDB-GENE-050809-125,plgrkt,"plasminogen receptor, C-terminal lysine transmembrane protein"
ZDB-GENE-050809-126,gpr157,G protein-coupled receptor 157
ZDB-GENE-050809-127,psph,phosphoserine phosphatase
ZDB-GENE-050809-128,dnaaf2,dynein axonemal assembly factor 2
ZDB-GENE-050809-129,bloc1s2,"biogenesis of lysosomal organelles complex-1, subunit 2"
ZDB-GENE-050809-130,spcs1,signal peptidase complex subunit 1
ZDB-GENE-050809-132,kansl3,KAT8 regulatory NSL complex subunit 3
ZDB-GENE-050809-134,recql,RecQ helicase-like
ZDB-GENE-050809-135,vti1a,vesicle transport through interaction with t-SNAREs 1A
ZDB-GENE-050809-23,inpp5e,inositol polyphosphate-5-phosphatase E
ZDB-GENE-050809-24,iqgap1,IQ motif containing GTPase activating protein 1
ZDB-GENE-050809-3,rnf121,ring finger protein 121
ZDB-GENE-050809-35,esyt3,extended synaptotagmin-like protein 3
ZDB-GENE-050809-39,dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8
ZDB-GENE-050809-47,trrap,transformation/transcription domain-associated protein
ZDB-GENE-050809-56,sdhaf1,succinate dehydrogenase complex assembly factor 1
ZDB-GENE-050809-65,tbc1d24,"TBC1 domain family, member 24"
ZDB-GENE-050809-9,vps16,VPS16 core subunit of CORVET and HOPS complexes
ZDB-GENE-050810-1,slc8a3,solute carrier family 8 member 3
ZDB-GENE-050810-2,cast,calpastatin
ZDB-GENE-050823-2,gpr139,G protein-coupled receptor 139
ZDB-GENE-050823-3,gpr146,G protein-coupled receptor 146
ZDB-GENE-050823-7,gpr153,G protein-coupled receptor 153
ZDB-GENE-050828-1,ndufa12,NADH:ubiquinone oxidoreductase subunit A12
ZDB-GENE-050904-6,mpi,mannose phosphate isomerase
ZDB-GENE-050909-1,il10rb,"interleukin 10 receptor, beta"
ZDB-GENE-050912-1,vps13d,vacuolar protein sorting 13 homolog D
ZDB-GENE-050913-10,bloc1s3,"biogenesis of lysosomal organelles complex-1, subunit 3"
ZDB-GENE-050913-100,agxt2,alanine--glyoxylate aminotransferase 2
ZDB-GENE-050913-103,e4f1,E4F transcription factor 1
ZDB-GENE-050913-105,cndp1,carnosine dipeptidase 1
ZDB-GENE-050913-108,acbd7,acyl-CoA binding domain containing 7
ZDB-GENE-050913-111,fstl3,follistatin-like 3 (secreted glycoprotein)
ZDB-GENE-050913-112,borcs7,BLOC-1 related complex subunit 7
ZDB-GENE-050913-114,macroh2a2,macroH2A.2 histone
ZDB-GENE-050913-12,plin2,perilipin 2
ZDB-GENE-050913-120,psma3,proteasome 20S subunit alpha 3
ZDB-GENE-050913-126,slc25a26,solute carrier family 25 member 26
ZDB-GENE-050913-129,rsad2,radical S-adenosyl methionine domain containing 2
ZDB-GENE-050913-131,srp14,signal recognition particle 14
ZDB-GENE-050913-133,qtgal,queuosine-tRNA galactosyltransferase
ZDB-GENE-050913-135,etnk2,ethanolamine kinase 2
ZDB-GENE-050913-137,ston2,stonin 2
ZDB-GENE-050913-144,smg5,SMG5 nonsense mediated mRNA decay factor
ZDB-GENE-050913-145,mapda,N6-Methyl-AMP deaminase
ZDB-GENE-050913-15,dgat2,diacylglycerol O-acyltransferase 2
ZDB-GENE-050913-151,ankrd13b,ankyrin repeat domain 13B
ZDB-GENE-050913-152,snx6,sorting nexin 6
ZDB-GENE-050913-153,barhl2,BarH-like homeobox 2
ZDB-GENE-050913-155,atg14,autophagy related 14
ZDB-GENE-050913-156,esco2,establishment of sister chromatid cohesion N-acetyltransferase 2
ZDB-GENE-050913-18,sugct,succinyl-CoA:glutarate-CoA transferase
ZDB-GENE-050913-22,bhlhe23,"basic helix-loop-helix family, member e23"
ZDB-GENE-050913-24,c1r,"complement component 1, r subcomponent"
ZDB-GENE-050913-26,cog3,component of oligomeric golgi complex 3
ZDB-GENE-050913-27,gsg1l,gsg1-like
ZDB-GENE-050913-30,uri1,URI1 prefoldin like chaperone
ZDB-GENE-050913-31,dpf1,double PHD fingers 1
ZDB-GENE-050913-32,noxa1,NADPH oxidase activator 1
ZDB-GENE-050913-36,aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
ZDB-GENE-050913-39,asap3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
ZDB-GENE-050913-40,scamp4,secretory carrier membrane protein 4
ZDB-GENE-050913-42,pdf,"peptide deformylase, mitochondrial"
ZDB-GENE-050913-44,idi1,isopentenyl-diphosphate delta isomerase 1
ZDB-GENE-050913-45,snx24,sorting nexin 24
ZDB-GENE-050913-46,rab27a,"RAB27A, member RAS oncogene family"
ZDB-GENE-050913-47,herpud1,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
ZDB-GENE-050913-50,nudt17,nudix (nucleoside diphosphate linked moiety X)-type motif 17
ZDB-GENE-050913-58,bag5,BCL2 associated athanogene 5
ZDB-GENE-050913-59,mrpl44,mitochondrial ribosomal protein L44
ZDB-GENE-050913-60,tor2a,"torsin family 2, member A"
ZDB-GENE-050913-61,nde1,nudE neurodevelopment protein 1
ZDB-GENE-050913-65,fbxl18,F-box and leucine-rich repeat protein 18
ZDB-GENE-050913-68,fbxo7,F-box protein 7
ZDB-GENE-050913-70,slc25a29,solute carrier family 25 member 29
ZDB-GENE-050913-71,sppl3,signal peptide peptidase 3
ZDB-GENE-050913-73,lsr,lipolysis stimulated lipoprotein receptor
ZDB-GENE-050913-75,ergic1,endoplasmic reticulum-golgi intermediate compartment 1
ZDB-GENE-050913-79,pex11g,peroxisomal biogenesis factor 11 gamma
ZDB-GENE-050913-8,slc9a7,solute carrier family 9 member 7
ZDB-GENE-050913-80,tsnax,translin-associated factor X
ZDB-GENE-050913-81,cep19,centrosomal protein 19
ZDB-GENE-050913-83,sec62,"SEC62 homolog, preprotein translocation factor"
ZDB-GENE-050913-85,pggt1b,"protein geranylgeranyltransferase type I, beta subunit"
ZDB-GENE-050913-92,ube2s,ubiquitin-conjugating enzyme E2S
ZDB-GENE-050913-93,ccdc22,CCC complex scaffolding subunit CCDC22
ZDB-GENE-050913-99,tfap2d,transcription factor AP-2 delta (activating enhancer binding protein 2 delta)
ZDB-GENE-050927-1,znf622,zinc finger protein 622
ZDB-GENE-051005-1,st8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
ZDB-GENE-051009-1,ppil1,peptidylprolyl isomerase (cyclophilin)-like 1
ZDB-GENE-051023-10,nubp2,"nucleotide binding protein 2 (MinD homolog, E. coli)"
ZDB-GENE-051023-15,trmo,tRNA methyltransferase O
ZDB-GENE-051023-3,ltap1,lipid transport auxiliary protein 1
ZDB-GENE-051023-6,slco2b1,"solute carrier organic anion transporter family, member 2B1"
ZDB-GENE-051023-7,uba52,ubiquitin A-52 residue ribosomal protein fusion product 1
ZDB-GENE-051030-102,ube2v1,ubiquitin-conjugating enzyme E2 variant 1
ZDB-GENE-051030-120,tbce,tubulin folding cofactor E
ZDB-GENE-051030-21,shox,shox homeobox
ZDB-GENE-051030-24,srek1ip1,SREK1-interacting protein 1
ZDB-GENE-051030-30,llph,"LLP homolog, long-term synaptic facilitation factor"
ZDB-GENE-051030-36,atg101,autophagy related 101
ZDB-GENE-051030-45,xkr4,XK related 4
ZDB-GENE-051030-48,ube2c,ubiquitin-conjugating enzyme E2C
ZDB-GENE-051030-57,ca14,carbonic anhydrase XIV
ZDB-GENE-051030-63,txnl4b,thioredoxin-like 4B
ZDB-GENE-051030-72,atg10,ATG10 autophagy related 10 homolog (S. cerevisiae)
ZDB-GENE-051030-81,hmgn2,high mobility group nucleosomal binding domain 2
ZDB-GENE-051030-93,uqcrh,ubiquinol-cytochrome c reductase hinge protein
ZDB-GENE-051030-96,gatd1,glutamine amidotransferase class 1 domain containing 1
ZDB-GENE-051030-97,gamt,guanidinoacetate N-methyltransferase
ZDB-GENE-051030-99,tamm41,TAM41 mitochondrial translocator assembly and maintenance homolog
ZDB-GENE-051031-1,itga2b,"integrin, alpha 2b"
ZDB-GENE-051101-1,wwtr1,WW domain containing transcription regulator 1
ZDB-GENE-051102-1,nphs1,"NPHS1 adhesion molecule, nephrin"
ZDB-GENE-051102-2,nphs2,"NPHS2 stomatin family member, podocin"
ZDB-GENE-051107-8,ncoa3,nuclear receptor coactivator 3
ZDB-GENE-051111-1,il10,interleukin 10
ZDB-GENE-051113-100,primpol,primase and polymerase (DNA-directed)
ZDB-GENE-051113-108,exo5,exonuclease 5
ZDB-GENE-051113-120,ccdc92,coiled-coil domain containing 92
ZDB-GENE-051113-128,mtm1,myotubularin 1
ZDB-GENE-051113-132,cdc16,cell division cycle 16 homolog (S. cerevisiae)
ZDB-GENE-051113-140,bscl2,"BSCL2 lipid droplet biogenesis associated, seipin"
ZDB-GENE-051113-144,tmem150b,transmembrane protein 150B
ZDB-GENE-051113-152,hps1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
ZDB-GENE-051113-156,katnal2,katanin p60 subunit A-like 2
ZDB-GENE-051113-168,golph3l,golgi phosphoprotein 3-like
ZDB-GENE-051113-196,dzip1l,DAZ interacting zinc finger protein 1-like
ZDB-GENE-051113-208,id4,inhibitor of DNA binding 4
ZDB-GENE-051113-228,mrnip,MRN complex interacting protein
ZDB-GENE-051113-256,naga,"N-acetylgalactosaminidase, alpha"
ZDB-GENE-051113-264,itgb1bp1,integrin beta 1 binding protein 1
ZDB-GENE-051113-268,sox14,SRY-box transcription factor 14
ZDB-GENE-051113-276,rpl22,ribosomal protein L22
ZDB-GENE-051113-296,dzank1,double zinc ribbon and ankyrin repeat domains 1
ZDB-GENE-051113-300,ro60,"Ro60, Y RNA binding protein"
ZDB-GENE-051113-340,numbl,NUMB like endocytic adaptor protein
ZDB-GENE-051113-60,sptan1,"spectrin alpha, non-erythrocytic 1"
ZDB-GENE-051113-64,tcf3b,transcription factor 3b
ZDB-GENE-051113-72,camk2a,calcium/calmodulin-dependent protein kinase II alpha
ZDB-GENE-051113-88,tcf21,transcription factor 21
ZDB-GENE-051113-96,pla2g3,phospholipase A2 group III
ZDB-GENE-051118-1,hhat,hedgehog acyltransferase
ZDB-GENE-051118-2,nedd4l,NEDD4 like E3 ubiquitin protein ligase
ZDB-GENE-051120-111,grpel1,"GrpE-like 1, mitochondrial"
ZDB-GENE-051120-114,myef2,myelin expression factor 2
ZDB-GENE-051120-117,mapk10,mitogen-activated protein kinase 10
ZDB-GENE-051120-129,rsph9,radial spoke head component 9
ZDB-GENE-051120-138,smyd3,SET and MYND domain containing 3
ZDB-GENE-051120-141,trmt6,tRNA methyltransferase 6 non-catalytic subunit
ZDB-GENE-051120-153,mfsd1,major facilitator superfamily domain containing 1
ZDB-GENE-051120-165,slc67a1,solute carrier family 67 member 1
ZDB-GENE-051120-174,ckap5,cytoskeleton associated protein 5
ZDB-GENE-051120-177,arfgap2,ADP-ribosylation factor GTPase activating protein 2
ZDB-GENE-051120-180,taf5,"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
ZDB-GENE-051120-21,nop53,NOP53 ribosome biogenesis factor
ZDB-GENE-051120-24,poglut1,protein O-glucosyltransferase 1
ZDB-GENE-051120-39,mmd,monocyte to macrophage differentiation-associated
ZDB-GENE-051120-45,snx2,sorting nexin 2
ZDB-GENE-051120-72,eefsec,"eukaryotic elongation factor, selenocysteine-tRNA-specific"
ZDB-GENE-051120-81,fbxl8,F-box and leucine-rich repeat protein 8
ZDB-GENE-051120-84,sppl2a,signal peptide peptidase like 2A
ZDB-GENE-051120-90,ppox,protoporphyrinogen oxidase
ZDB-GENE-051120-96,rhot2,ras homolog family member T2
ZDB-GENE-051127-19,thnsl2,threonine synthase-like 2
ZDB-GENE-051127-23,bpnt2,"3'(2'), 5'-bisphosphate nucleotidase 2"
ZDB-GENE-051127-33,phykpl,5-phosphohydroxy-L-lysine phospho-lyase
ZDB-GENE-051127-43,sspn,sarcospan (Kras oncogene-associated gene)
ZDB-GENE-051127-5,slc7a7,solute carrier family 7 member 7
ZDB-GENE-051128-2,ppm1f,"protein phosphatase, Mg2+/Mn2+ dependent, 1F"
ZDB-GENE-051129-2,dap3,death associated protein 3
ZDB-GENE-051205-1,ireb2,iron-responsive element binding protein 2
ZDB-GENE-051213-1,rhd,"Rh blood group, D antigen"
ZDB-GENE-060113-1,ripply1,ripply transcriptional repressor 1
ZDB-GENE-060113-2,ripply2,ripply transcriptional repressor 2
ZDB-GENE-060113-3,ripply3,ripply transcriptional repressor 3
ZDB-GENE-060117-3,kctd8,potassium channel tetramerization domain containing 8
ZDB-GENE-060118-1,lama1,"laminin, alpha 1"
ZDB-GENE-060119-1,lama2,"laminin, alpha 2"
ZDB-GENE-060125-1,med12,mediator complex subunit 12
ZDB-GENE-060126-1,bbs1,Bardet-Biedl syndrome 1
ZDB-GENE-060126-2,bbs4,Bardet-Biedl syndrome 4
ZDB-GENE-060126-7,arnt,aryl hydrocarbon receptor nuclear translocator
ZDB-GENE-060130-1,crybb2,"crystallin, beta B2"
ZDB-GENE-060130-108,casz1,castor zinc finger 1
ZDB-GENE-060130-154,masp2,MBL associated serine protease 2
ZDB-GENE-060130-169,pex14,peroxisomal biogenesis factor 14
ZDB-GENE-060130-2,crybb3,"crystallin, beta B3"
ZDB-GENE-060130-3,lenep,lens epithelial protein
ZDB-GENE-060130-56,ccdc85b,coiled-coil domain containing 85B
ZDB-GENE-060131-1,ar,androgen receptor
ZDB-GENE-060201-2,gpr156,G protein-coupled receptor 156
ZDB-GENE-060201-3,gfm2,GTP dependent ribosome recycling factor mitochondrial 2
ZDB-GENE-060201-4,lman1,"lectin, mannose-binding, 1"
ZDB-GENE-060208-2,tas1r1,"taste receptor, type 1, member 1"
ZDB-GENE-060208-3,ccdc28b,coiled-coil domain containing 28B
ZDB-GENE-060209-3,il22,interleukin 22
ZDB-GENE-060209-4,il26,interleukin 26
ZDB-GENE-060210-2,cd8a,CD8a molecule
ZDB-GENE-060213-2,il15,interleukin 15
ZDB-GENE-060216-2,ndp,norrin cystine knot growth factor NDP
ZDB-GENE-060216-3,tssk6,testis-specific serine kinase 6
ZDB-GENE-060216-4,pld2,phospholipase D2
ZDB-GENE-060217-4,lgi3,"leucine-rich repeat LGI family, member 3"
ZDB-GENE-060222-2,slc2a5,solute carrier family 2 member 5
ZDB-GENE-060223-1,ccn5,cellular communication network factor 5
ZDB-GENE-060223-2,kmt2d,lysine (K)-specific methyltransferase 2D
ZDB-GENE-060224-1,hnrnpa3,heterogeneous nuclear ribonucleoprotein A3
ZDB-GENE-060224-2,anapc10,anaphase promoting complex subunit 10
ZDB-GENE-060224-3,corin,"corin, serine peptidase"
ZDB-GENE-060227-2,sec22c,"SEC22 homolog C, vesicle trafficking protein"
ZDB-GENE-060228-1,mtif3,mitochondrial translational initiation factor 3
ZDB-GENE-060228-4,st8sia3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
ZDB-GENE-060228-6,cubn,cubilin (intrinsic factor-cobalamin receptor)
ZDB-GENE-060228-7,rhoh,ras homolog family member H
ZDB-GENE-060301-1,ccdc78,coiled-coil domain containing 78
ZDB-GENE-060302-2,plag1,pleiomorphic adenoma gene 1
ZDB-GENE-060303-1,polg,"polymerase (DNA directed), gamma"
ZDB-GENE-060303-4,syt8,synaptotagmin VIII
ZDB-GENE-060303-5,scaper,S-phase cyclin A-associated protein in the ER
ZDB-GENE-060306-1,ice2,interactor of little elongator complex ELL subunit 2
ZDB-GENE-060306-3,fancf,FA complementation group F
ZDB-GENE-060307-1,alg13,ALG13 UDP-N-acetylglucosaminyltransferase subunit
ZDB-GENE-060308-1,kcnj8,potassium inwardly rectifying channel subfamily J member 8
ZDB-GENE-060308-2,kcnj11,potassium inwardly rectifying channel subfamily J member 11
ZDB-GENE-060312-15,as3mt,arsenite methyltransferase
ZDB-GENE-060312-17,olah,oleoyl-ACP hydrolase
ZDB-GENE-060312-18,lipt2,lipoyl(octanoyl) transferase 2
ZDB-GENE-060312-23,dusp29,dual specificity phosphatase 29
ZDB-GENE-060312-26,lgsn,"lengsin, lens protein with glutamine synthetase domain"
ZDB-GENE-060312-30,tamalin,trafficking regulator and scaffold protein tamalin
ZDB-GENE-060312-32,myg1,myg1 exonuclease
ZDB-GENE-060312-33,cog4,component of oligomeric golgi complex 4
ZDB-GENE-060312-35,rnpc3,"RNA-binding region (RNP1, RRM) containing 3"
ZDB-GENE-060312-41,ush1c,Usher syndrome 1C
ZDB-GENE-060312-42,hyal1,hyaluronidase 1
ZDB-GENE-060312-46,slc35b3,solute carrier family 35 member B3
ZDB-GENE-060312-7,ehf,ets homologous factor
ZDB-GENE-060312-9,dpt,dermatopontin
ZDB-GENE-060314-3,slc39a9,solute carrier family 39 member 9
ZDB-GENE-060315-1,slc39a11,"solute carrier family 39, member 11"
ZDB-GENE-060315-10,slc30a8,solute carrier family 30 member 8
ZDB-GENE-060315-2,slc39a14,solute carrier family 39 member 14
ZDB-GENE-060315-4,cnpy2,canopy FGF signaling regulator 2
ZDB-GENE-060315-5,cnpy4,canopy FGF signaling regulator 4
ZDB-GENE-060315-8,slc39a4,solute carrier family 39 member 4
ZDB-GENE-060315-9,slc39a3,solute carrier family 39 member 3
ZDB-GENE-060321-1,st3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
ZDB-GENE-060322-1,st3gal5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
ZDB-GENE-060322-10,st8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
ZDB-GENE-060322-3,st6gal1,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1"
ZDB-GENE-060322-6,st6galnac4,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
ZDB-GENE-060322-7,st6galnac6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"
ZDB-GENE-060322-8,st8sia5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
ZDB-GENE-060322-9,st8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
ZDB-GENE-060323-1,gnl1,G protein nucleolar 1
ZDB-GENE-060323-2,ddr1,discoidin domain receptor tyrosine kinase 1
ZDB-GENE-060328-1,rbm48,RNA binding motif protein 48
ZDB-GENE-060328-2,sall4,spalt-like transcription factor 4
ZDB-GENE-060328-3,wnt5a,"wingless-type MMTV integration site family, member 5a"
ZDB-GENE-060331-105,rpl32,ribosomal protein L32
ZDB-GENE-060331-113,ormdl2,ORMDL sphingolipid biosynthesis regulator 2
ZDB-GENE-060331-121,rpl31,ribosomal protein L31
ZDB-GENE-060331-93,dmc1,DNA meiotic recombinase 1
ZDB-GENE-060331-97,mycbp,MYC binding protein
ZDB-GENE-060404-6,dennd1a,DENN/MADD domain containing 1A
ZDB-GENE-060405-1,nfs1,NFS1 cysteine desulfurase
