zfin_id,zfin_symbol,zfin_name
ZDB-GENE-050417-322,ccs,copper chaperone for superoxide dismutase
ZDB-GENE-050417-324,frg1,FSHD region gene 1
ZDB-GENE-050417-328,esd,esterase D/formylglutathione hydrolase
ZDB-GENE-050417-330,snx30,sorting nexin family member 30
ZDB-GENE-050417-333,psmb4,proteasome 20S subunit beta 4
ZDB-GENE-050417-337,adss2,adenylosuccinate synthase 2
ZDB-GENE-050417-34,hikeshi,heat shock protein nuclear import factor hikeshi
ZDB-GENE-050417-340,ssbp1,single-stranded DNA binding protein 1
ZDB-GENE-050417-342,nsmaf,neutral sphingomyelinase (N-SMase) activation associated factor
ZDB-GENE-050417-343,bdh2,"3-hydroxybutyrate dehydrogenase, type 2"
ZDB-GENE-050417-344,tmco1,transmembrane and coiled-coil domains 1
ZDB-GENE-050417-350,klc4,kinesin light chain 4
ZDB-GENE-050417-351,spata6,spermatogenesis associated 6
ZDB-GENE-050417-352,rras2,RAS related 2
ZDB-GENE-050417-353,utp23,UTP23 small subunit processome component
ZDB-GENE-050417-354,crlf3,cytokine receptor-like factor 3
ZDB-GENE-050417-356,mllt3,MLLT3 super elongation complex subunit
ZDB-GENE-050417-36,chodl,chondrolectin
ZDB-GENE-050417-361,phyh,phytanoyl-CoA 2-hydroxylase
ZDB-GENE-050417-365,nfu1,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)
ZDB-GENE-050417-369,timmdc1,translocase of inner mitochondrial membrane domain containing 1
ZDB-GENE-050417-37,tmem11,transmembrane protein 11
ZDB-GENE-050417-370,timm10b,translocase of inner mitochondrial membrane 10 homolog B (yeast)
ZDB-GENE-050417-373,gm2a,ganglioside GM2 activator
ZDB-GENE-050417-376,poli,polymerase (DNA directed) iota
ZDB-GENE-050417-377,hddc3,HD domain containing 3
ZDB-GENE-050417-38,rrp7a,ribosomal RNA processing 7 homolog A
ZDB-GENE-050417-383,stk11,serine/threonine kinase 11
ZDB-GENE-050417-384,rasl11a,"RAS-like, family 11, member A"
ZDB-GENE-050417-386,slc18b1,solute carrier family 18 member B1
ZDB-GENE-050417-387,henmt1,HEN methyltransferase 1
ZDB-GENE-050417-388,nudt18,nudix (nucleoside diphosphate linked moiety X)-type motif 18
ZDB-GENE-050417-389,chmp4c,charged multivesicular body protein 4C
ZDB-GENE-050417-393,rgs16,regulator of G protein signaling 16
ZDB-GENE-050417-394,tfap2b,transcription factor AP-2 beta
ZDB-GENE-050417-399,mecr,mitochondrial trans-2-enoyl-CoA reductase
ZDB-GENE-050417-401,atg16l1,ATG16 autophagy related 16-like 1 (S. cerevisiae)
ZDB-GENE-050417-407,slc35e4,solute carrier family 35 member E4
ZDB-GENE-050417-408,c1qbp,"complement component 1, q subcomponent binding protein"
ZDB-GENE-050417-411,dph1,diphthamide biosynthesis 1
ZDB-GENE-050417-412,entpd6,ectonucleoside triphosphate diphosphohydrolase 6
ZDB-GENE-050417-417,gnpda1,glucosamine-6-phosphate deaminase 1
ZDB-GENE-050417-42,zbtb8b,zinc finger and BTB domain containing 8B
ZDB-GENE-050417-422,itprip,"inositol 1,4,5-trisphosphate receptor interacting protein"
ZDB-GENE-050417-424,pex19,peroxisomal biogenesis factor 19
ZDB-GENE-050417-425,cnep1r1,CTD nuclear envelope phosphatase 1 regulatory subunit 1
ZDB-GENE-050417-430,anapc16,anaphase promoting complex subunit 16
ZDB-GENE-050417-434,tmed9,transmembrane p24 trafficking protein 9
ZDB-GENE-050417-435,idh3g,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma
ZDB-GENE-050417-436,sqor,sulfide quinone oxidoreductase
ZDB-GENE-050417-438,med4,mediator complex subunit 4
ZDB-GENE-050417-439,ift22,intraflagellar transport 22 homolog (Chlamydomonas)
ZDB-GENE-050417-440,chrna5,"cholinergic receptor, nicotinic, alpha 5"
ZDB-GENE-050417-444,enpp4,ectonucleotide pyrophosphatase/phosphodiesterase 4
ZDB-GENE-050417-45,eif3k,"eukaryotic translation initiation factor 3, subunit K"
ZDB-GENE-050417-451,cript,cysteine-rich PDZ-binding protein
ZDB-GENE-050417-454,commd10,COMM domain containing 10
ZDB-GENE-050417-457,ei24,EI24 autophagy associated transmembrane protein
ZDB-GENE-050417-46,ankrd49,ankyrin repeat domain 49
ZDB-GENE-050417-462,mettl2a,"methyltransferase 2A, methylcytidine"
ZDB-GENE-050417-47,exosc7,exosome component 7
ZDB-GENE-050417-471,nubp1,"nucleotide binding protein 1 (MinD homolog, E. coli)"
ZDB-GENE-050417-473,ankrd31,ankyrin repeat domain 31
ZDB-GENE-050417-59,gng2,"guanine nucleotide binding protein (G protein), gamma 2"
ZDB-GENE-050417-60,cox16,cytochrome c oxidase assembly factor COX16
ZDB-GENE-050417-61,mad2l2,mitotic arrest deficient 2 like 2
ZDB-GENE-050417-66,polr2h,"RNA polymerase II, I and III subunit H"
ZDB-GENE-050417-67,fcf1,FCF1 rRNA-processing protein
ZDB-GENE-050417-7,morn4,MORN repeat containing 4
ZDB-GENE-050417-70,acer1,alkaline ceramidase 1
ZDB-GENE-050417-71,kif3a,kinesin family member 3A
ZDB-GENE-050417-76,camk4,calcium/calmodulin-dependent protein kinase IV
ZDB-GENE-050417-78,alkbh7,"alkB homolog 7, RNA demethylase"
ZDB-GENE-050417-8,gtdc1,glycosyltransferase-like domain containing 1
ZDB-GENE-050417-80,ascc1,activating signal cointegrator 1 complex subunit 1
ZDB-GENE-050417-82,ptcd2,pentatricopeptide repeat domain 2
ZDB-GENE-050417-83,abhd4,"abhydrolase domain containing 4, N-acyl phospholipase B"
ZDB-GENE-050417-85,rhbdd1,rhomboid domain containing 1
ZDB-GENE-050417-86,jmjd7,jumonji domain containing 7
ZDB-GENE-050417-87,lypla1,lysophospholipase 1
ZDB-GENE-050417-90,icmt,isoprenylcysteine carboxyl methyltransferase
ZDB-GENE-050417-93,dnaaf10,dynein axonemal assembly factor 10
ZDB-GENE-050417-94,cdk10,cyclin dependent kinase 10
ZDB-GENE-050417-98,pcyox1,prenylcysteine oxidase 1
ZDB-GENE-050417-99,ppp1r11,"protein phosphatase 1, regulatory (inhibitor) subunit 11"
ZDB-GENE-050419-109,drc9,dynein regulatory complex subunit 9
ZDB-GENE-050419-110,rasgrp4,RAS guanyl releasing protein 4
ZDB-GENE-050419-112,map3k10,mitogen-activated protein kinase kinase kinase 10
ZDB-GENE-050419-115,tsen34,TSEN34 tRNA splicing endonuclease subunit
ZDB-GENE-050419-117,slc28a1,solute carrier family 28 member 1
ZDB-GENE-050419-121,pex11a,peroxisomal biogenesis factor 11 alpha
ZDB-GENE-050419-124,slc39a8,solute carrier family 39 member 8
ZDB-GENE-050419-126,ttc23,tetratricopeptide repeat domain 23
ZDB-GENE-050419-140,meak7,"MTOR associated protein, eak-7 homolog"
ZDB-GENE-050419-145,mlc1,modulator of VRAC current 1
ZDB-GENE-050419-146,bhlhe41,"basic helix-loop-helix family, member e41"
ZDB-GENE-050419-148,chtf8,"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)"
ZDB-GENE-050419-150,il34,interleukin 34
ZDB-GENE-050419-153,foxf1,forkhead box F1
ZDB-GENE-050419-154,frmd4a,FERM domain containing 4A
ZDB-GENE-050419-163,kcne4,"potassium voltage-gated channel, Isk-related family, member 4"
ZDB-GENE-050419-169,ddb2,damage-specific DNA binding protein 2
ZDB-GENE-050419-181,st3gal2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
ZDB-GENE-050419-183,ptprq,protein tyrosine phosphatase receptor type Q
ZDB-GENE-050419-188,pus7l,pseudouridine synthase 7 like
ZDB-GENE-050419-19,gins2,GINS complex subunit 2
ZDB-GENE-050419-191,alx1,ALX homeobox 1
ZDB-GENE-050419-192,itpr2,"inositol 1,4,5-trisphosphate receptor, type 2"
ZDB-GENE-050419-195,pllp,plasmolipin
ZDB-GENE-050419-197,carmil2,capping protein regulator and myosin 1 linker 2
ZDB-GENE-050419-20,dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36
ZDB-GENE-050419-201,znf296,zinc finger protein 296
ZDB-GENE-050419-204,atosa,atos homolog A
ZDB-GENE-050419-212,pld3,phospholipase D family member 3
ZDB-GENE-050419-213,plin1,perilipin 1
ZDB-GENE-050419-215,bcl2l13,BCL2 like 13
ZDB-GENE-050419-219,hydin,HYDIN axonemal central pair apparatus protein
ZDB-GENE-050419-232,lrguk,leucine-rich repeats and guanylate kinase domain containing
ZDB-GENE-050419-238,zfpm1,"zinc finger protein, FOG family member 1"
ZDB-GENE-050419-24,cep126,centrosomal protein 126
ZDB-GENE-050419-242,iqch,IQ motif containing H
ZDB-GENE-050419-245,capn12,calpain 12
ZDB-GENE-050419-253,large2,LARGE xylosyl- and glucuronyltransferase 2
ZDB-GENE-050419-255,daw1,dynein assembly factor with WDR repeat domains 1
ZDB-GENE-050419-256,chd2,chromodomain helicase DNA binding protein 2
ZDB-GENE-050419-258,ighmbp2,immunoglobulin mu DNA binding protein 2
ZDB-GENE-050419-261,wtip,WT1 interacting protein
ZDB-GENE-050419-32,sphkap,"SPHK1 interactor, AKAP domain containing"
ZDB-GENE-050419-45,gmds,"GDP-mannose 4,6-dehydratase"
ZDB-GENE-050419-50,cmip,c-Maf inducing protein
ZDB-GENE-050419-55,panx2,pannexin 2
ZDB-GENE-050419-61,spata7,spermatogenesis associated 7
ZDB-GENE-050419-69,tmem123,transmembrane protein 123
ZDB-GENE-050419-73,zbtb18,zinc finger and BTB domain containing 18
ZDB-GENE-050419-74,prdm10,PR domain containing 10
ZDB-GENE-050419-78,fam174b,family with sequence similarity 174 member B
ZDB-GENE-050419-80,dennd11,DENN domain containing 11
ZDB-GENE-050419-81,synm,"synemin, intermediate filament protein"
ZDB-GENE-050419-96,rad51ap1,RAD51 associated protein 1
ZDB-GENE-050420-101,zwilch,zwilch kinetochore protein
ZDB-GENE-050420-109,sipa1l3,signal-induced proliferation-associated 1 like 3
ZDB-GENE-050420-32,ripor1,RHO family interacting cell polarization regulator 1
ZDB-GENE-050420-360,hcn4,hyperpolarization activated cyclic nucleotide-gated potassium channel 4
ZDB-GENE-050420-389,irf2bp1,interferon regulatory factor 2 binding protein 1
ZDB-GENE-050420-7,mapk6,mitogen-activated protein kinase 6
ZDB-GENE-050420-93,slc6a15,solute carrier family 6 member 15
ZDB-GENE-050425-2,myoc,myocilin
ZDB-GENE-050506-101,paf1,"PAF1 homolog, Paf1/RNA polymerase II complex component"
ZDB-GENE-050506-105,zbtb3,zinc finger and BTB domain containing 3
ZDB-GENE-050506-106,ier3ip1,immediate early response 3 interacting protein 1
ZDB-GENE-050506-107,rps16,ribosomal protein S16
ZDB-GENE-050506-109,pyurf,PIGY upstream open reading frame
ZDB-GENE-050506-110,rad50,"RAD50 homolog, double strand break repair protein"
ZDB-GENE-050506-118,pold4,"DNA polymerase delta 4, accessory subunit"
ZDB-GENE-050506-131,cdc6,cell division cycle 6 homolog (S. cerevisiae)
ZDB-GENE-050506-132,fermt2,FERM domain containing kindlin 2
ZDB-GENE-050506-134,lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
ZDB-GENE-050506-147,pyroxd2,pyridine nucleotide-disulphide oxidoreductase domain 2
ZDB-GENE-050506-15,haus7,"HAUS augmin-like complex, subunit 7"
ZDB-GENE-050506-22,maip1,matrix AAA peptidase interacting protein 1
ZDB-GENE-050506-30,vps25,vacuolar protein sorting 25 homolog
ZDB-GENE-050506-32,pmf1,polyamine modulated factor 1
ZDB-GENE-050506-54,npat,"nuclear protein, ataxia-telangiectasia locus"
ZDB-GENE-050506-57,siva1,"SIVA1, apoptosis-inducing factor"
ZDB-GENE-050506-59,ncapd2,"non-SMC condensin I complex, subunit D2"
ZDB-GENE-050506-60,pigl,"phosphatidylinositol glycan anchor biosynthesis, class L"
ZDB-GENE-050506-63,spam1,sperm adhesion molecule 1
ZDB-GENE-050506-71,ptgr2,prostaglandin reductase 2
ZDB-GENE-050506-72,cinp,cyclin dependent kinase 2 interacting protein
ZDB-GENE-050506-76,aifm2,"AIF family member 2, ferroptosis suppressor"
ZDB-GENE-050506-78,fdps,"farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)"
ZDB-GENE-050506-79,rcor1,REST corepressor 1
ZDB-GENE-050506-8,s1pr4,sphingosine-1-phosphate receptor 4
ZDB-GENE-050506-80,lrrtm1,leucine rich repeat transmembrane neuronal 1
ZDB-GENE-050506-82,cox11,cytochrome c oxidase assembly homolog 11 (yeast)
ZDB-GENE-050506-83,cyb5d2,cytochrome b5 domain containing 2
ZDB-GENE-050506-88,gramd1c,GRAM domain containing 1c
ZDB-GENE-050506-92,fis1,"fission, mitochondrial 1"
ZDB-GENE-050508-5,fitm2,fat storage inducing transmembrane protein 2
ZDB-GENE-050511-1,dmrt1,doublesex and mab-3 related transcription factor 1
ZDB-GENE-050512-1,syce2,synaptonemal complex central element protein 2
ZDB-GENE-050513-5,sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"
ZDB-GENE-050516-3,glp2r,glucagon-like peptide 2 receptor
ZDB-GENE-050516-4,gipr,gastric inhibitory polypeptide receptor
ZDB-GENE-050517-1,abca2,"ATP-binding cassette, sub-family A (ABC1), member 2"
ZDB-GENE-050517-10,abcb7,"ATP-binding cassette, sub-family B (MDR/TAP), member 7"
ZDB-GENE-050517-12,abcb9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9"
ZDB-GENE-050517-15,abcc1,ATP binding cassette subfamily C member 1 (ABCC1 blood group)
ZDB-GENE-050517-16,abcc3,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"
ZDB-GENE-050517-17,abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5"
ZDB-GENE-050517-20,cftr,CF transmembrane conductance regulator
ZDB-GENE-050517-21,uggt2,UDP-glucose glycoprotein glucosyltransferase 2
ZDB-GENE-050517-22,abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"
ZDB-GENE-050517-23,abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9"
ZDB-GENE-050517-24,abcc10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10"
ZDB-GENE-050517-25,abcc12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12"
ZDB-GENE-050517-27,abcd1,"ATP-binding cassette, sub-family D (ALD), member 1"
ZDB-GENE-050517-28,abcd2,"ATP-binding cassette, sub-family D (ALD), member 2"
ZDB-GENE-050517-30,abcd4,"ATP-binding cassette, sub-family D (ALD), member 4"
ZDB-GENE-050517-31,abcf1,"ATP-binding cassette, sub-family F (GCN20), member 1"
ZDB-GENE-050517-32,abcf3,"ATP-binding cassette, sub-family F (GCN20), member 3"
ZDB-GENE-050517-40,abcg5,"ATP-binding cassette, sub-family G (WHITE), member 5"
ZDB-GENE-050517-41,abcg8,"ATP-binding cassette, sub-family G (WHITE), member 8"
ZDB-GENE-050517-43,tap1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
ZDB-GENE-050517-5,abca5,"ATP-binding cassette, sub-family A (ABC1), member 5"
ZDB-GENE-050517-6,abca7,"ATP-binding cassette, sub-family A (ABC1), member 7"
ZDB-GENE-050518-2,lrp5,low density lipoprotein receptor-related protein 5
ZDB-GENE-050519-1,cspg4,chondroitin sulfate proteoglycan 4
ZDB-GENE-050521-1,nxt2,nuclear transport factor 2-like export factor 2
ZDB-GENE-050522-102,neurl1b,neuralized E3 ubiquitin protein ligase 1B
ZDB-GENE-050522-111,nsmce4a,NSE4A component of SMC5/6 complex
ZDB-GENE-050522-115,ovca2,OVCA2 serine hydrolase domain containing
ZDB-GENE-050522-116,gsr,glutathione reductase
ZDB-GENE-050522-120,polr2j,RNA polymerase II subunit J
ZDB-GENE-050522-123,tp53rk,TP53 regulating kinase
ZDB-GENE-050522-124,dclre1a,"DNA cross-link repair 1A (PSO2 homolog, S. cerevisiae)"
ZDB-GENE-050522-125,neu4,sialidase 4
ZDB-GENE-050522-127,abt1,activator of basal transcription 1
ZDB-GENE-050522-129,mrpl27,mitochondrial ribosomal protein L27
ZDB-GENE-050522-13,ints11,integrator complex subunit 11
ZDB-GENE-050522-137,wbp2,WW domain binding protein 2
ZDB-GENE-050522-14,prep,prolyl endopeptidase
ZDB-GENE-050522-143,cryba4,"crystallin, beta A4"
ZDB-GENE-050522-147,atp5po,ATP synthase peripheral stalk subunit OSCP
ZDB-GENE-050522-148,ints2,integrator complex subunit 2
ZDB-GENE-050522-150,vma12,vacuolar ATPase assembly factor VMA12
ZDB-GENE-050522-152,cetn3,centrin 3
ZDB-GENE-050522-154,letm1,leucine zipper-EF-hand containing transmembrane protein 1
ZDB-GENE-050522-157,pcbp3,poly(rC) binding protein 3
ZDB-GENE-050522-158,uchl3,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
ZDB-GENE-050522-159,prdx5,peroxiredoxin 5
ZDB-GENE-050522-161,sarnp,SAP domain containing ribonucleoprotein
ZDB-GENE-050522-163,ptrh2,peptidyl-tRNA hydrolase 2
ZDB-GENE-050522-166,rtbdn,retbindin
ZDB-GENE-050522-168,rnft2,"ring finger protein, transmembrane 2"
ZDB-GENE-050522-181,polr2l,"RNA polymerase II, I and III subunit L"
ZDB-GENE-050522-182,rpp14,ribonuclease P/MRP 14 subunit
ZDB-GENE-050522-188,gemin4,gem (nuclear organelle) associated protein 4
ZDB-GENE-050522-191,actl6b,actin-like 6B
ZDB-GENE-050522-192,tatdn3,TatD DNase domain containing 3
ZDB-GENE-050522-196,alkbh1,"alkB homolog 1, histone H2A dioxygenase"
ZDB-GENE-050522-197,usp48,ubiquitin specific peptidase 48
ZDB-GENE-050522-2,ints10,integrator complex subunit 10
ZDB-GENE-050522-20,tma16,translation machinery associated 16 homolog
ZDB-GENE-050522-200,mrpl41,mitochondrial ribosomal protein L41
ZDB-GENE-050522-21,rmnd1,required for meiotic nuclear division 1 homolog
ZDB-GENE-050522-210,vkorc1l1,"vitamin K epoxide reductase complex, subunit 1L1"
ZDB-GENE-050522-212,spty2d1,SPT2 chromatin protein domain containing 1
ZDB-GENE-050522-217,pbld,phenazine biosynthesis like protein domain containing
ZDB-GENE-050522-22,kpna5,karyopherin alpha 5 (importin alpha 6)
ZDB-GENE-050522-225,cyb5r4,cytochrome b5 reductase 4
ZDB-GENE-050522-228,fcho2,FCH and mu domain containing endocytic adaptor 2
ZDB-GENE-050522-229,lpcat2,lysophosphatidylcholine acyltransferase 2
ZDB-GENE-050522-231,ap5m1,adaptor related protein complex 5 subunit mu 1
ZDB-GENE-050522-236,lims1,LIM and senescent cell antigen-like domains 1
ZDB-GENE-050522-237,dctn6,dynactin subunit 6
ZDB-GENE-050522-242,pomgnt2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
ZDB-GENE-050522-250,cysltr1,cysteinyl leukotriene receptor 1
ZDB-GENE-050522-251,polr1e,RNA polymerase I subunit E
ZDB-GENE-050522-252,kif20a,kinesin family member 20A
ZDB-GENE-050522-256,nip7,NIP7 nucleolar pre-rRNA processing protein
ZDB-GENE-050522-257,zap70,zeta chain of T cell receptor associated protein kinase 70
ZDB-GENE-050522-259,cpb2,carboxypeptidase B2 (plasma)
ZDB-GENE-050522-266,ubxn8,UBX domain protein 8
ZDB-GENE-050522-269,fbxo3,F-box protein 3
ZDB-GENE-050522-272,irak1bp1,interleukin-1 receptor-associated kinase 1 binding protein 1
ZDB-GENE-050522-273,ndufs2,NADH:ubiquinone oxidoreductase core subunit S2
ZDB-GENE-050522-275,ak8,adenylate kinase 8
ZDB-GENE-050522-28,barx1,BARX homeobox 1
ZDB-GENE-050522-280,rhof,ras homolog family member F
ZDB-GENE-050522-284,galnt7,UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7
ZDB-GENE-050522-285,lrmda,leucine rich melanocyte differentiation associated
ZDB-GENE-050522-287,edc3,enhancer of mRNA decapping 3 homolog (S. cerevisiae)
ZDB-GENE-050522-296,cfap52,cilia and flagella associated protein 52
ZDB-GENE-050522-297,nup88,nucleoporin 88
ZDB-GENE-050522-30,trmt112,tRNA methyltransferase activator subunit 11-2
ZDB-GENE-050522-301,zmynd11,"zinc finger, MYND-type containing 11"
ZDB-GENE-050522-302,cnot6l,"CCR4-NOT transcription complex, subunit 6-like"
ZDB-GENE-050522-306,spata18,spermatogenesis associated 18
ZDB-GENE-050522-307,mapk15,mitogen-activated protein kinase 15
ZDB-GENE-050522-309,pole4,"polymerase (DNA-directed), epsilon 4, accessory subunit"
ZDB-GENE-050522-31,cskmt,citrate synthase lysine methyltransferase
ZDB-GENE-050522-311,ankrd45,ankyrin repeat domain 45
ZDB-GENE-050522-312,gng8,"guanine nucleotide binding protein (G protein), gamma 8"
ZDB-GENE-050522-316,mlx,MAX dimerization protein MLX
ZDB-GENE-050522-322,dnai4,dynein axonemal intermediate chain 4
ZDB-GENE-050522-323,rab3ip,RAB3A interacting protein (rabin3)
ZDB-GENE-050522-324,klhl36,kelch-like family member 36
ZDB-GENE-050522-327,tacc3,"transforming, acidic coiled-coil containing protein 3"
ZDB-GENE-050522-328,rab23,"RAB23, member RAS oncogene family"
ZDB-GENE-050522-329,ube2q1,ubiquitin-conjugating enzyme E2Q family member 1
ZDB-GENE-050522-334,alg3,"ALG3 alpha-1,3- mannosyltransferase"
ZDB-GENE-050522-335,gtpbp3,"GTP binding protein 3, mitochondrial"
ZDB-GENE-050522-338,asb6,ankyrin repeat and SOCS box containing 6
ZDB-GENE-050522-339,fign,fidgetin
ZDB-GENE-050522-342,wbp4,WW domain binding protein 4
ZDB-GENE-050522-344,tubgcp5,tubulin gamma complex component 5
ZDB-GENE-050522-345,lamtor3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
ZDB-GENE-050522-346,calcoco2,calcium binding and coiled-coil domain 2
ZDB-GENE-050522-349,impa2,inositol monophosphatase 2
ZDB-GENE-050522-35,crot,carnitine O-octanoyltransferase
ZDB-GENE-050522-351,gba3,"glucosidase, beta, acid 3 (gene/pseudogene)"
ZDB-GENE-050522-352,ctns,"cystinosin, lysosomal cystine transporter"
ZDB-GENE-050522-358,b3galnt2,"beta-1,3-N-acetylgalactosaminyltransferase 2"
ZDB-GENE-050522-359,ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
ZDB-GENE-050522-36,pudp,pseudouridine 5'-phosphatase
ZDB-GENE-050522-362,exosc6,exosome component 6
ZDB-GENE-050522-365,cybrd1,cytochrome b reductase 1
ZDB-GENE-050522-367,spring1,SREBF pathway regulator in golgi 1
ZDB-GENE-050522-368,mcee,methylmalonyl CoA epimerase
ZDB-GENE-050522-37,trim44,tripartite motif containing 44
ZDB-GENE-050522-370,echdc1,enoyl CoA hydratase domain containing 1
ZDB-GENE-050522-375,septin3,septin 3
ZDB-GENE-050522-376,bckdha,branched chain keto acid dehydrogenase E1 subunit alpha
ZDB-GENE-050522-377,ndufa2,NADH:ubiquinone oxidoreductase subunit A2
ZDB-GENE-050522-38,lypd6b,LY6/PLAUR domain containing 6B
ZDB-GENE-050522-380,timm29,translocase of inner mitochondrial membrane 29
ZDB-GENE-050522-381,tusc3,tumor suppressor candidate 3
ZDB-GENE-050522-383,mau2,MAU2 sister chromatid cohesion factor
ZDB-GENE-050522-384,tubb2,"tubulin, beta 2A class IIa"
ZDB-GENE-050522-39,eri1,exoribonuclease 1
ZDB-GENE-050522-394,hddc2,HD domain containing 2
ZDB-GENE-050522-397,stx18,syntaxin 18
ZDB-GENE-050522-399,srrm2,serine/arginine repetitive matrix 2
ZDB-GENE-050522-402,endog,endonuclease G
ZDB-GENE-050522-405,arl6ip4,ADP-ribosylation factor-like 6 interacting protein 4
ZDB-GENE-050522-411,cfd,complement factor D (adipsin)
ZDB-GENE-050522-414,hbp1,HMG-box transcription factor 1
ZDB-GENE-050522-417,homer2,homer scaffold protein 2
ZDB-GENE-050522-419,gpx7,glutathione peroxidase 7
ZDB-GENE-050522-420,rpap2,RNA polymerase II associated protein 2
ZDB-GENE-050522-421,ndufs4,NADH:ubiquinone oxidoreductase subunit S4
ZDB-GENE-050522-422,ctbs,"chitobiase, di-N-acetyl-"
ZDB-GENE-050522-424,gdap1,ganglioside induced differentiation associated protein 1
ZDB-GENE-050522-426,cav3,caveolin 3
ZDB-GENE-050522-430,atg4a,"autophagy related 4A, cysteine peptidase"
ZDB-GENE-050522-431,ern1,endoplasmic reticulum to nucleus signaling 1
ZDB-GENE-050522-434,gda,guanine deaminase
ZDB-GENE-050522-437,ndufs5,NADH:ubiquinone oxidoreductase subunit S5
ZDB-GENE-050522-438,cpa1,carboxypeptidase A1 (pancreatic)
ZDB-GENE-050522-442,c9,complement component 9
ZDB-GENE-050522-448,fahd1,fumarylacetoacetate hydrolase domain containing 1
ZDB-GENE-050522-45,styx,serine/threonine/tyrosine interacting protein
ZDB-GENE-050522-454,tsen54,TSEN54 tRNA splicing endonuclease subunit
ZDB-GENE-050522-456,spc24,SPC24 component of NDC80 kinetochore complex
ZDB-GENE-050522-460,cfap206,cilia and flagella associated protein 206
ZDB-GENE-050522-467,b9d1,B9 protein domain 1
ZDB-GENE-050522-468,bcap29,B cell receptor associated protein 29
ZDB-GENE-050522-47,ing4,"inhibitor of growth family, member 4"
ZDB-GENE-050522-471,prim2,DNA primase subunit 2
ZDB-GENE-050522-48,gmpr,guanosine monophosphate reductase
ZDB-GENE-050522-480,oard1,O-acyl-ADP-ribose deacylase 1
ZDB-GENE-050522-481,sh3d19,SH3 domain containing 19
ZDB-GENE-050522-484,amacr,alpha-methylacyl-CoA racemase
ZDB-GENE-050522-49,tmem120b,transmembrane protein 120B
ZDB-GENE-050522-493,gtse1,G-2 and S-phase expressed 1
ZDB-GENE-050522-494,vbp1,von Hippel-Lindau binding protein 1
ZDB-GENE-050522-495,ccnq,cyclin Q
ZDB-GENE-050522-497,txndc12,thioredoxin domain containing 12 (endoplasmic reticulum)
ZDB-GENE-050522-503,nr3c1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
ZDB-GENE-050522-504,gdi1,GDP dissociation inhibitor 1
ZDB-GENE-050522-505,pop4,"POP4 homolog, ribonuclease P/MRP subunit"
ZDB-GENE-050522-506,casp7,"caspase 7, apoptosis-related cysteine peptidase"
ZDB-GENE-050522-508,chtf18,"CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)"
ZDB-GENE-050522-51,slc38a6,solute carrier family 38 member 6
ZDB-GENE-050522-513,gtf2a2,"general transcription factor IIA, 2"
ZDB-GENE-050522-514,katna1,katanin p60 (ATPase containing) subunit A 1
ZDB-GENE-050522-516,trim13,tripartite motif containing 13
ZDB-GENE-050522-519,bcas1,brain enriched myelin associated protein 1
ZDB-GENE-050522-523,ctdsp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
ZDB-GENE-050522-525,rnf130,ring finger protein 130
ZDB-GENE-050522-535,ngly1,N-glycanase 1
ZDB-GENE-050522-536,tent2,terminal nucleotidyltransferase 2
ZDB-GENE-050522-54,banp,BTG3 associated nuclear protein
ZDB-GENE-050522-540,trmu,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
ZDB-GENE-050522-542,uqcrb,ubiquinol-cytochrome c reductase binding protein
ZDB-GENE-050522-545,dph3,diphthamide biosynthesis 3
ZDB-GENE-050522-552,ets2,"ETS proto-oncogene 2, transcription factor"
ZDB-GENE-050522-555,rab12,"RAB12, member RAS oncogene family"
ZDB-GENE-050522-556,ints8,integrator complex subunit 8
ZDB-GENE-050522-557,tada2b,transcriptional adaptor 2B
